"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 24 20:19:15 GMT 2023","Tue Jan 24 20:19:15 GMT 2023","373","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-DS-]",""
"passed","Tue Jan 24 20:22:09 GMT 2023","Tue Jan 24 20:22:10 GMT 2023","596","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[firefox-     -+53252253f3252]",""
"passed","Tue Jan 24 20:23:31 GMT 2023","Tue Jan 24 20:23:31 GMT 2023","2","tests.ui_tests","test_main_page","TestMainPage","","","test_page_response[pricing]",""
"passed","Tue Jan 24 20:20:27 GMT 2023","Tue Jan 24 20:20:27 GMT 2023","637","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[firefox-<script>alert(123)</script>-<script>alert(123)</script>]",""
"broken","Tue Jan 24 20:23:54 GMT 2023","Tue Jan 24 20:23:54 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_can_go_to_link_page[firefox-pricing-link2]",""
"passed","Tue Jan 24 20:18:38 GMT 2023","Tue Jan 24 20:18:41 GMT 2023","2981","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_user_can_log_out[firefox]",""
"passed","Tue Jan 24 20:19:55 GMT 2023","Tue Jan 24 20:19:56 GMT 2023","720","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[firefox--<script>alert(123)</script>]",""
"broken","Tue Jan 24 20:23:41 GMT 2023","Tue Jan 24 20:23:41 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_should_see_some_link[firefox-locator3]",""
"passed","Tue Jan 24 20:23:38 GMT 2023","Tue Jan 24 20:23:38 GMT 2023","216","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_should_see_some_link[chrome-locator5]",""
"passed","Tue Jan 24 20:19:05 GMT 2023","Tue Jan 24 20:19:05 GMT 2023","305","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-^$^&&#-]",""
"broken","Tue Jan 24 20:23:55 GMT 2023","Tue Jan 24 20:23:55 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_can_go_to_link_page[firefox-reviews-link3]",""
"passed","Tue Jan 24 20:18:54 GMT 2023","Tue Jan 24 20:18:54 GMT 2023","406","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-<script>alert(123)</script>-+53252253f3252]",""
"passed","Tue Jan 24 20:22:46 GMT 2023","Tue Jan 24 20:22:47 GMT 2023","613","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[firefox-JS    -]",""
"passed","Tue Jan 24 20:19:01 GMT 2023","Tue Jan 24 20:19:01 GMT 2023","398","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-<script>alert(123)</script>-+77777777777]",""
"passed","Tue Jan 24 20:18:59 GMT 2023","Tue Jan 24 20:19:00 GMT 2023","439","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-<script>alert(123)</script>-+6787654354329]",""
"passed","Tue Jan 24 20:19:45 GMT 2023","Tue Jan 24 20:19:46 GMT 2023","365","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-    J_S-]",""
"passed","Tue Jan 24 20:23:32 GMT 2023","Tue Jan 24 20:23:32 GMT 2023","189","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_should_see_some_link[chrome-locator0]",""
"passed","Tue Jan 24 20:21:07 GMT 2023","Tue Jan 24 20:21:07 GMT 2023","660","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[firefox-^$^&&#-]",""
