"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 25 17:49:00 GMT 2023","Tue Apr 25 17:49:00 GMT 2023","557","tests.unit_tests","test_user","TestUser","","","Password hashes correctly","Checks a password hashing method"
"passed","Tue Apr 25 17:48:46 GMT 2023","Tue Apr 25 17:48:47 GMT 2023","651","tests.ui_tests","test_main_page","TestMainPage","","","Guest can go to all the links","Проверяет работоспособность всех страниц, доступных на главной странице "
"passed","Tue Apr 25 17:48:22 GMT 2023","Tue Apr 25 17:48:32 GMT 2023","9218","tests.ui_tests","test_account_page","TestAccountPage","","","User can add a service","User can add a service"
"passed","Tue Apr 25 17:48:51 GMT 2023","Tue Apr 25 17:48:52 GMT 2023","617","tests.ui_tests","test_main_page","TestMainPage","","","Guest can go to all the links","Проверяет работоспособность всех страниц, доступных на главной странице "
"passed","Tue Apr 25 17:49:00 GMT 2023","Tue Apr 25 17:49:00 GMT 2023","0","tests.unit_tests","test_user","TestUser","","","SMS generates correctly","Checks a send sms method "
"passed","Tue Apr 25 17:49:00 GMT 2023","Tue Apr 25 17:49:00 GMT 2023","7","tests.unit_tests","test_user","TestUser","","","User creates in DB","Checks if DB creates and user can appear in it"
"passed","Tue Apr 25 17:48:44 GMT 2023","Tue Apr 25 17:48:45 GMT 2023","650","tests.ui_tests","test_main_page","TestMainPage","","","Guest can go to all the links","Проверяет работоспособность всех страниц, доступных на главной странице "
"passed","Tue Apr 25 17:48:50 GMT 2023","Tue Apr 25 17:48:50 GMT 2023","607","tests.ui_tests","test_main_page","TestMainPage","","","Guest can go to all the links","Проверяет работоспособность всех страниц, доступных на главной странице "
"passed","Tue Apr 25 17:48:48 GMT 2023","Tue Apr 25 17:48:48 GMT 2023","632","tests.ui_tests","test_main_page","TestMainPage","","","Guest can go to all the links","Проверяет работоспособность всех страниц, доступных на главной странице "
"passed","Tue Apr 25 17:48:33 GMT 2023","Tue Apr 25 17:48:40 GMT 2023","7280","tests.ui_tests","test_account_page","TestAccountPage","","","User can change his data","User can change his own profile"
"passed","Tue Apr 25 17:48:42 GMT 2023","Tue Apr 25 17:48:43 GMT 2023","605","tests.ui_tests","test_main_page","TestMainPage","","","Guest can go to all the links","Проверяет работоспособность всех страниц, доступных на главной странице "
"passed","Tue Apr 25 17:48:53 GMT 2023","Tue Apr 25 17:49:00 GMT 2023","6467","tests.ui_tests","test_review_page","TestReviewPage","","","User can leave a review","User can leave a review"
"passed","Tue Apr 25 17:49:00 GMT 2023","Tue Apr 25 17:49:00 GMT 2023","1","tests.unit_tests","test_user","TestUser","","","Review creates in DB","Checks that review creates in DB"
"passed","Tue Apr 25 17:49:00 GMT 2023","Tue Apr 25 17:49:00 GMT 2023","2","tests.unit_tests","test_user","TestUser","","","Service creates in DB","Checks that service creates in DB"
