"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jan 25 08:28:09 GMT 2023","Wed Jan 25 08:28:09 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_page_response[chrome-index]",""
"broken","Wed Jan 25 08:28:06 GMT 2023","Wed Jan 25 08:28:06 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-JS    -+6787654354329]",""
"broken","Wed Jan 25 08:28:06 GMT 2023","Wed Jan 25 08:28:06 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-JS    -]",""
"broken","Wed Jan 25 08:28:00 GMT 2023","Wed Jan 25 08:28:00 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-^$^&&#-           ]",""
"broken","Wed Jan 25 08:28:05 GMT 2023","Wed Jan 25 08:28:05 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-JS    -<script>alert(123)</script>]",""
"broken","Wed Jan 25 08:28:01 GMT 2023","Wed Jan 25 08:28:01 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-DS-<script>alert(123)</script>]",""
"broken","Wed Jan 25 08:28:11 GMT 2023","Wed Jan 25 08:28:11 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_can_go_to_link_page[chrome-index-link0]",""
"broken","Wed Jan 25 08:28:03 GMT 2023","Wed Jan 25 08:28:03 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-DS-+6787654354329]",""
"broken","Wed Jan 25 08:27:58 GMT 2023","Wed Jan 25 08:27:58 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_user_can_log_out[chrome]",""
"broken","Wed Jan 25 08:28:11 GMT 2023","Wed Jan 25 08:28:11 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_should_see_some_link[chrome-locator5]",""
"broken","Wed Jan 25 08:28:01 GMT 2023","Wed Jan 25 08:28:01 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-^$^&&#-+78987566    ]",""
"broken","Wed Jan 25 08:28:07 GMT 2023","Wed Jan 25 08:28:07 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-JS    -+77777777777]",""
"broken","Wed Jan 25 08:28:10 GMT 2023","Wed Jan 25 08:28:10 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_should_see_some_link[chrome-locator2]",""
"broken","Wed Jan 25 08:28:08 GMT 2023","Wed Jan 25 08:28:08 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-    J_S-+6787654354329]",""
"skipped","Wed Jan 25 08:27:58 GMT 2023","Wed Jan 25 08:27:58 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_sms_resend_button_is_active[chrome]",""
"broken","Wed Jan 25 08:28:05 GMT 2023","Wed Jan 25 08:28:05 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-     -+77777777777]",""
"broken","Wed Jan 25 08:28:00 GMT 2023","Wed Jan 25 08:28:00 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-^$^&&#-<script>alert(123)</script>]",""
"broken","Wed Jan 25 08:28:12 GMT 2023","Wed Jan 25 08:28:12 GMT 2023","0","tests.ui_tests","test_review_page","TestReviewPage","","","test_guest_cant_leave_review[chrome]",""
"broken","Wed Jan 25 08:27:56 GMT 2023","Wed Jan 25 08:27:56 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_should_be_login_page[chrome]",""
"broken","Wed Jan 25 08:27:59 GMT 2023","Wed Jan 25 08:27:59 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-<script>alert(123)</script>-+78987566    ]",""
"passed","Wed Jan 25 08:28:04 GMT 2023","Wed Jan 25 08:28:04 GMT 2023","358","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome--+78987566    ]",""
"broken","Wed Jan 25 08:28:10 GMT 2023","Wed Jan 25 08:28:10 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_should_see_some_link[chrome-locator0]",""
"broken","Wed Jan 25 08:28:09 GMT 2023","Wed Jan 25 08:28:09 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_page_response[chrome-login]",""
"broken","Wed Jan 25 08:28:02 GMT 2023","Wed Jan 25 08:28:02 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-DS-+78987566    ]",""
"broken","Wed Jan 25 08:28:09 GMT 2023","Wed Jan 25 08:28:09 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_user_is_already_registered[chrome]",""
