"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jan 25 08:05:38 GMT 2023","Wed Jan 25 08:05:38 GMT 2023","51","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-    J_S-]",""
"broken","Wed Jan 25 08:05:58 GMT 2023","Wed Jan 25 08:05:59 GMT 2023","46","tests.ui_tests","test_review_page","TestReviewPage","","","test_guest_cant_leave_review[chrome]",""
"broken","Wed Jan 25 08:05:39 GMT 2023","Wed Jan 25 08:05:39 GMT 2023","47","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-    J_S-           ]",""
"broken","Wed Jan 25 08:05:06 GMT 2023","Wed Jan 25 08:05:06 GMT 2023","49","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome--+78987566    ]",""
"broken","Wed Jan 25 08:05:52 GMT 2023","Wed Jan 25 08:05:52 GMT 2023","62","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_should_see_some_link[chrome-locator0]",""
"broken","Wed Jan 25 08:05:46 GMT 2023","Wed Jan 25 08:05:46 GMT 2023","2","tests.ui_tests","test_main_page","TestMainPage","","","test_page_response[chrome-index]",""
"broken","Wed Jan 25 08:05:43 GMT 2023","Wed Jan 25 08:05:43 GMT 2023","47","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-    J_S-+77777777777]",""
"broken","Wed Jan 25 08:05:48 GMT 2023","Wed Jan 25 08:05:48 GMT 2023","43","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_should_see_some_link[chrome-locator1]",""
"broken","Wed Jan 25 08:05:41 GMT 2023","Wed Jan 25 08:05:41 GMT 2023","43","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-JS    -+78987566    ]",""
"passed","Wed Jan 25 08:04:57 GMT 2023","Wed Jan 25 08:04:57 GMT 2023","572","tests.unit_tests","test_user","TestUser","","","test_password_hashing",""
"broken","Wed Jan 25 08:05:24 GMT 2023","Wed Jan 25 08:05:24 GMT 2023","44","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-^$^&&#-+78987566    ]",""
"skipped","Wed Jan 25 08:05:06 GMT 2023","Wed Jan 25 08:05:06 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_sms_resend_button_is_active[chrome]",""
"broken","Wed Jan 25 08:05:11 GMT 2023","Wed Jan 25 08:05:11 GMT 2023","51","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-<script>alert(123)</script>-+53252253f3252]",""
"broken","Wed Jan 25 08:05:37 GMT 2023","Wed Jan 25 08:05:37 GMT 2023","52","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-JS    -+53252253f3252]",""
