"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 25 07:07:42 GMT 2023","Wed Jan 25 07:07:42 GMT 2023","296","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-^$^&&#-]",""
"passed","Wed Jan 25 07:13:31 GMT 2023","Wed Jan 25 07:13:31 GMT 2023","299","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_can_go_to_link_page[chrome-features-link1]",""
"passed","Wed Jan 25 07:07:38 GMT 2023","Wed Jan 25 07:07:39 GMT 2023","671","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-^$^&&#-<script>alert(123)</script>]",""
"passed","Wed Jan 25 07:08:27 GMT 2023","Wed Jan 25 07:08:27 GMT 2023","735","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-    J_S-+78987566    ]",""
"broken","Wed Jan 25 07:13:40 GMT 2023","Wed Jan 25 07:13:40 GMT 2023","0","tests.ui_tests","test_review_page","TestReviewPage","","","test_guest_cant_leave_review[firefox]",""
"passed","Wed Jan 25 07:07:37 GMT 2023","Wed Jan 25 07:07:37 GMT 2023","583","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-<script>alert(123)</script>-+77777777777]",""
"broken","Wed Jan 25 07:13:36 GMT 2023","Wed Jan 25 07:13:36 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_can_go_to_link_page[firefox-features-link1]",""
"broken","Wed Jan 25 07:13:38 GMT 2023","Wed Jan 25 07:13:38 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_can_go_to_link_page[firefox-login-link4]",""
"passed","Wed Jan 25 07:07:52 GMT 2023","Wed Jan 25 07:07:53 GMT 2023","729","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_sms_resend_button_is_not_active[chrome]",""
"passed","Wed Jan 25 07:13:01 GMT 2023","Wed Jan 25 07:13:01 GMT 2023","618","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[firefox-    J_S-<script>alert(123)</script>]",""
"passed","Wed Jan 25 07:08:51 GMT 2023","Wed Jan 25 07:08:52 GMT 2023","955","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[firefox-^$^&&#-           ]",""
"broken","Wed Jan 25 07:13:43 GMT 2023","Wed Jan 25 07:13:45 GMT 2023","2010","tests.ui_tests","test_review_page","TestReviewPage","","","test_user_can_leave_a_review[chrome]",""
"passed","Wed Jan 25 07:08:56 GMT 2023","Wed Jan 25 07:08:57 GMT 2023","894","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[firefox-^$^&&#-+78987566    ]",""
"passed","Wed Jan 25 07:13:16 GMT 2023","Wed Jan 25 07:13:20 GMT 2023","3272","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_user_is_already_registered[firefox]",""
"passed","Wed Jan 25 07:12:12 GMT 2023","Wed Jan 25 07:12:13 GMT 2023","985","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[firefox-     -+78987566    ]",""
"passed","Wed Jan 25 07:08:02 GMT 2023","Wed Jan 25 07:08:03 GMT 2023","418","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-     -]",""
