"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Apr 25 16:45:32 GMT 2023","Tue Apr 25 16:45:46 GMT 2023","14346","tests.ui_tests","test_account_page","TestAccountPage","","","User can add a service","User can add a service"
"passed","Tue Apr 25 16:45:56 GMT 2023","Tue Apr 25 16:45:56 GMT 2023","586","tests.ui_tests","test_main_page","TestMainPage","","","Guest can go to all the links","Проверяет работоспособность всех страниц, доступных на главной странице "
"passed","Tue Apr 25 16:45:48 GMT 2023","Tue Apr 25 16:45:54 GMT 2023","6936","tests.ui_tests","test_account_page","TestAccountPage","","","User can change his data","User can change his own profile"
"passed","Tue Apr 25 16:46:01 GMT 2023","Tue Apr 25 16:46:01 GMT 2023","564","tests.ui_tests","test_main_page","TestMainPage","","","Guest can go to all the links","Проверяет работоспособность всех страниц, доступных на главной странице "
"passed","Tue Apr 25 16:46:04 GMT 2023","Tue Apr 25 16:46:05 GMT 2023","567","tests.ui_tests","test_main_page","TestMainPage","","","Guest can go to all the links","Проверяет работоспособность всех страниц, доступных на главной странице "
"passed","Tue Apr 25 16:46:12 GMT 2023","Tue Apr 25 16:46:12 GMT 2023","1","tests.unit_tests","test_user","TestUser","","","Review creates in DB","Checks that review creates in DB"
"passed","Tue Apr 25 16:46:12 GMT 2023","Tue Apr 25 16:46:12 GMT 2023","7","tests.unit_tests","test_user","TestUser","","","User creates in DB","Checks if DB creates and user can appear in it"
"passed","Tue Apr 25 16:45:57 GMT 2023","Tue Apr 25 16:45:58 GMT 2023","588","tests.ui_tests","test_main_page","TestMainPage","","","Guest can go to all the links","Проверяет работоспособность всех страниц, доступных на главной странице "
"passed","Tue Apr 25 16:46:06 GMT 2023","Tue Apr 25 16:46:12 GMT 2023","6056","tests.ui_tests","test_review_page","TestReviewPage","","","User can leave a review","User can leave a review"
"passed","Tue Apr 25 16:46:12 GMT 2023","Tue Apr 25 16:46:12 GMT 2023","3","tests.unit_tests","test_user","TestUser","","","Service creates in DB","Checks that service creates in DB"
"passed","Tue Apr 25 16:45:59 GMT 2023","Tue Apr 25 16:46:00 GMT 2023","570","tests.ui_tests","test_main_page","TestMainPage","","","Guest can go to all the links","Проверяет работоспособность всех страниц, доступных на главной странице "
"passed","Tue Apr 25 16:46:02 GMT 2023","Tue Apr 25 16:46:03 GMT 2023","581","tests.ui_tests","test_main_page","TestMainPage","","","Guest can go to all the links","Проверяет работоспособность всех страниц, доступных на главной странице "
"passed","Tue Apr 25 16:46:12 GMT 2023","Tue Apr 25 16:46:12 GMT 2023","524","tests.unit_tests","test_user","TestUser","","","Password hashes correctly","Checks a password hashing method"
"passed","Tue Apr 25 16:46:12 GMT 2023","Tue Apr 25 16:46:12 GMT 2023","0","tests.unit_tests","test_user","TestUser","","","SMS generates correctly","Checks a send sms method "
